time,X_value,Y_value,Z_value
Started:,Dec 05 2019,17:47:36:915, 
7.8515,-0.38425,-5.05993,8.33865
7.8515,-0.32560,-5.04915,8.33146
7.8892,-0.32560,-5.25146,8.29675
7.8987,-0.42376,-5.39031,8.31351
7.9186,-0.33039,-5.49805,8.07529
7.9491,-0.31123,-5.56149,8.05016
7.9508,-0.23223,-5.58663,8.04178
7.9788,-0.03711,-5.80210,7.90172
8.0019,0.01197,-6.09897,7.88975
8.0173,-0.00239,-6.15642,7.89813
8.0379,0.23821,-6.14805,7.73055
8.0504,0.30644,-6.35873,7.52106
8.0892,0.46924,-6.56222,7.38460
8.0981,0.30405,-6.71904,8.08248
8.1194,-0.00239,-6.58856,8.17106
8.1515,0.03831,-6.40661,7.84187
8.1516,-0.33278,-6.50477,7.62640
8.1858,-0.50396,-6.54307,7.36784
8.1858,-0.45129,-6.44132,7.22659
8.2184,-0.38306,-6.44013,7.23018
8.2516,-0.29807,-6.43534,7.34390
8.2516,-0.14365,-6.43653,7.44445
8.2753,-0.03232,-6.38267,7.54381
8.3018,-0.03831,-6.31204,7.43727
8.3195,-0.04429,-6.22226,7.47797
8.3377,-0.22385,-6.28092,7.51148
8.3519,-0.41538,-6.32521,7.44924
8.3859,-0.48002,-6.18037,7.28883
8.3859,-0.60690,-6.00679,7.39417
8.4235,-0.70506,-6.06904,7.35228
8.4507,-0.63922,-6.12530,7.39058
8.4508,-0.60331,-6.11094,7.49712
8.4824,-0.52910,-6.14086,7.45881
8.5082,-0.63563,-6.16480,7.44206
8.5159,-0.84033,-6.04630,7.43248
8.5525,-0.86188,-6.05348,7.31996
8.5525,-0.82237,-6.14445,7.29961
8.5730,-0.76970,-6.17199,7.36784
8.5857,-0.56501,-6.16840,7.34988
8.6025,-0.42854,-6.16480,7.37981
8.6366,-0.39383,-6.16121,7.38699
8.6539,-0.45248,-6.16241,7.47318
8.6809,-0.58416,-6.23663,7.49712
8.6909,-0.45248,-6.38506,7.50550
8.7196,-0.37827,-6.40302,7.46121
8.7196,-0.39742,-6.33119,7.56176
8.7531,-0.36749,-6.39105,7.67069
8.7862,-0.34954,-6.47245,7.64316
8.7862,-0.53628,-6.45210,7.49832
8.8016,-0.30046,-6.18755,7.50909
8.8510,-0.42615,-5.90983,7.55697
8.8510,-0.39622,-5.77337,7.36425
8.8703,-0.23223,-5.99722,7.39896
8.8919,-0.29687,-6.21747,7.19666
8.9014,-0.23941,-6.43653,7.26250
8.9196,-0.16878,-6.65799,7.51388
8.9471,-0.31363,-6.71904,7.62640
8.9871,-0.56620,-6.64243,7.41572
8.9872,-0.47164,-6.28451,7.02189
9.0045,-0.41538,-5.96729,6.88782
9.0586,-0.27293,-5.93736,6.72622
9.0586,-0.22983,-6.12530,6.71425
9.0867,-0.19991,-6.27134,6.88303
9.0867,0.04429,-6.21029,7.01950
9.1017,0.12689,-6.21388,7.10090
9.1194,0.17118,-6.27852,6.90697
9.1513,0.15562,-6.51554,7.60485
9.1698,-0.04668,-6.66757,7.96995
9.1878,-0.07901,-6.57180,7.93763
9.2015,0.03232,-6.37429,7.82391
9.2257,0.07302,-6.16241,7.53543
9.2508,0.04070,-6.01757,7.36305
9.2877,0.03711,-6.03074,7.35108
9.2877,-0.00120,-6.21508,7.65513
9.3047,-0.04429,-6.30007,7.68506
9.3198,-0.04070,-6.27493,7.39537
9.3438,-0.00958,-6.19114,7.03865
9.3859,0.07781,-6.17797,6.52512
9.3860,0.02514,-6.37070,6.45090
9.4029,-0.12449,-6.67355,6.73101
9.4250,-0.13646,-6.90578,6.72502
9.4528,0.01556,-7.08414,6.78847
9.4528,0.14604,-7.13561,7.11287
9.4820,0.16998,-6.86628,7.11885
9.5025,0.19632,-6.66876,7.05780
9.5190,0.07302,-6.64841,7.11885
9.5548,0.13766,-6.51315,7.18230
9.5567,0.21188,-6.43893,7.30080
9.5821,0.22744,-6.44970,7.52824
9.6017,0.29447,-6.41259,7.56176
9.6205,0.33757,-6.38626,7.71019
9.6408,0.29088,-6.32760,7.79519
9.6504,0.17238,-6.34676,7.77723
9.6915,0.16040,-6.10495,7.78202
9.7016,0.10175,-5.80330,7.61443
9.7202,0.17118,-5.82125,7.54620
9.7486,0.36510,-5.67162,7.48754
9.7512,0.68471,-5.45017,7.58451
9.7856,0.80083,-5.36518,7.71020
9.8018,0.71823,-5.51361,7.88616
