time,X_value,Y_value,Z_value
Started:,Dec 05 2019,19:04:11:855, 
5.3319,-1.72974,-4.11186,8.83183
5.3320,-1.78360,-4.20164,8.67143
5.3536,-1.98590,-4.00174,8.45117
5.3778,-2.11040,-3.84253,8.28598
5.3778,-2.03498,-3.99934,8.52778
5.3997,-1.94880,-4.25072,8.64389
5.4280,-1.92605,-4.28065,8.70135
5.4376,-1.93204,-4.14658,8.63910
5.4671,-1.99428,-4.00174,8.52898
5.4973,-1.93084,-3.90717,8.51581
5.4973,-1.83747,-3.93710,8.45955
5.5330,-1.89254,-3.98617,8.41526
5.5604,-1.86261,-3.96104,8.45117
5.5605,-1.82191,-4.01849,8.44518
5.6004,-1.79917,-4.03765,8.35780
5.6004,-1.80754,-3.95745,8.29316
5.6161,-1.83388,-3.98498,8.31830
5.6528,-1.82071,-4.00413,8.47870
5.6668,-1.85782,-4.00174,8.46074
5.6757,-1.84106,-3.93829,8.56489
5.7345,-1.82430,-3.94188,8.58045
5.7345,-1.85902,-3.98617,8.59003
5.7346,-1.84585,-4.04842,8.59841
5.7640,-1.89014,-4.04004,8.57806
5.7941,-1.85782,-4.03525,8.55771
5.7942,-1.91408,-4.07835,8.51581
5.8346,-1.87338,-4.08912,8.46673
5.8550,-1.75607,-4.06638,8.42005
5.8551,-1.76206,-4.08074,8.41526
5.8927,-1.69861,-4.11905,8.46793
5.9065,-1.73093,-4.17172,8.50743
5.9126,-1.63996,-4.12024,8.52299
5.9327,-1.69502,-4.12862,8.47990
5.9527,-1.73333,-4.15376,8.45596
5.9736,-1.70939,-4.14658,8.55292
6.0003,-1.68185,-4.15855,8.68340
6.0319,-1.66629,-4.18010,8.69776
6.0320,-1.69742,-4.14778,8.54813
6.0526,-1.73931,-4.09271,8.47511
6.0933,-1.76684,-4.15256,8.53496
6.0933,-1.76206,-4.23516,8.55052
6.1333,-1.74410,-4.24474,8.49306
6.1334,-1.77522,-4.15975,8.43202
6.1511,-1.79677,-4.16214,8.44877
6.1774,-1.73572,-4.24833,8.51102
6.1995,-1.59447,-4.24953,8.59242
6.2098,-1.52025,-4.18249,8.61397
6.2543,-1.55497,-4.09989,8.60080
6.2543,-1.60165,-4.13102,8.60319
6.2692,-1.59208,-4.13940,8.60319
6.2985,-1.54300,-4.15855,8.58165
6.3278,-1.60285,-4.26748,8.52060
6.3278,-1.70340,-4.25791,8.47631
6.3528,-1.68185,-4.23277,8.47631
6.3801,-1.60285,-4.24593,8.51461
6.3885,-1.59088,-4.28663,8.54334
6.4275,-1.59806,-4.30459,8.51581
6.4468,-1.61602,-4.37522,8.46673
6.4468,-1.59088,-4.32973,8.39012
6.4671,-1.61482,-4.25910,8.39251
6.4997,-1.61362,-4.43626,8.48349
6.5072,-1.55138,-4.57033,8.48109
6.5334,-1.52863,-4.47936,8.35780
6.5528,-1.53701,-4.34170,8.29196
6.5662,-1.50589,-4.25431,8.39371
6.5994,-1.44723,-4.37881,8.50504
6.6303,-1.44963,-4.52126,8.60200
6.6303,-1.45561,-4.49612,8.63791
6.6553,-1.43646,-4.40394,8.62354
6.6671,-1.44963,-4.34409,8.64270
6.6842,-1.40294,-4.28185,8.64749
6.7332,-1.45082,-4.26628,8.58404
6.7333,-1.44963,-4.28903,8.57446
6.7429,-1.47476,-4.32015,8.54334
6.7760,-1.44843,-4.34409,8.59960
6.8001,-1.42209,-4.33092,8.60559
6.8019,-1.46639,-4.35367,8.54693
6.8325,-1.53701,-4.37881,8.53137
6.8534,-1.47237,-4.38719,8.61636
6.8627,-1.36105,-4.32853,8.63791
6.8925,-1.36942,-4.29382,8.60319
6.9220,-1.41850,-4.23875,8.57207
6.9221,-1.49751,-4.23875,8.51342
6.9541,-1.44244,-4.28783,8.50982
6.9764,-1.42928,-4.32255,8.59601
6.9808,-1.43766,-4.36205,8.51102
7.0017,-1.40773,-4.26628,8.44279
7.0403,-1.41491,-4.26389,8.49426
7.0412,-1.40773,-4.37043,8.56968
7.0675,-1.40055,-4.43387,8.65586
7.0907,-1.36105,-4.40993,8.66544
7.1008,-1.38499,-4.28663,8.49306
7.1328,-1.40773,-4.18369,8.40209
7.1525,-1.41491,-4.27586,8.43680
7.1598,-1.35865,-4.34409,8.54574
7.2096,-1.38379,-4.40993,8.59481
7.2319,-1.38858,-4.34170,8.55052
7.2319,-1.34668,-4.31656,8.49546
7.2532,-1.37900,-4.27825,8.46314
7.2895,-1.39696,-4.30938,8.51222
7.2896,-1.38259,-4.40514,8.57446
7.3338,-1.33232,-4.41352,8.53975
7.3352,-1.29760,-4.32374,8.46912
7.3501,-1.31436,-4.27107,8.47631
7.3749,-1.32872,-4.35127,8.54813
7.3995,-1.31915,-4.40873,8.56728
7.4068,-1.30718,-4.32374,8.51940
7.4361,-1.30957,-4.26030,8.49067
7.4617,-1.31556,-4.29980,8.47990
7.4664,-1.35865,-4.40155,8.48109
7.4965,-1.32992,-4.45063,8.45117
7.5260,-1.26528,-4.43387,8.47511
7.5260,-1.20303,-4.34409,8.47631
7.5524,-1.23655,-4.28065,8.48349
7.5750,-1.21740,-4.29860,8.46074
7.5885,-1.18268,-4.30818,8.51222
7.6349,-1.19705,-4.35606,8.60080
7.6350,-1.18268,-4.47816,8.63312
7.6441,-1.21620,-4.47337,8.59721
7.6668,-1.19944,-4.40155,8.56728
7.6937,-1.19944,-4.37641,8.51102
7.7035,-1.24254,-4.36923,8.51461
7.7348,-1.24134,-4.37641,8.56848
7.7531,-1.21979,-4.44105,8.59003
7.7643,-1.14677,-4.42789,8.64270
7.7999,-1.16593,-4.37641,8.62474
7.8233,-1.17550,-4.36085,8.55771
7.8233,-1.19226,-4.36444,8.50504
7.8527,-1.17550,-4.41592,8.52539
7.8785,-1.13241,-4.48415,8.54454
7.8840,-1.10966,-4.43507,8.48947
7.9338,-1.07974,-4.33212,8.48469
7.9338,-1.10966,-4.33332,8.46553
7.9399,-1.16593,-4.43626,8.47152
7.9776,-1.16712,-4.46021,8.48349
8.0006,-1.12164,-4.38479,8.45356
8.0006,-1.14677,-4.33332,8.43082
8.0406,-1.12642,-4.37043,8.52778
8.0642,-1.05221,-4.45542,8.58045
8.0643,-1.08213,-4.46140,8.57806
8.1006,-1.11804,-4.42070,8.50743
8.1205,-1.13241,-4.39676,8.44518
8.1205,-1.14677,-4.38479,8.49067
8.1524,-1.13839,-4.38120,8.54693
8.1813,-1.15276,-4.42070,8.57925
8.1813,-1.15994,-4.43387,8.54813
8.2008,-1.17071,-4.47218,8.57087
8.2283,-1.18388,-4.52245,8.48947
8.2380,-1.17431,-4.40394,8.42842
8.2668,-1.13959,-4.41951,8.47152
8.2979,-1.10847,-4.62061,8.46912
8.2981,-1.07974,-4.66849,8.39610
8.3407,-1.07495,-4.65413,8.36618
8.3564,-1.06178,-4.89114,8.35301
8.3641,-1.05340,-5.21195,8.38054
8.4002,-1.01989,-5.45376,8.33266
8.4002,-1.03904,-5.62134,8.24647
8.4171,-1.18388,-5.84400,7.95679
8.4529,-1.39815,-5.77696,7.59887
8.4674,-1.36942,-5.56389,7.52824
8.4802,-1.33950,-5.78295,7.34869
8.5334,-1.45202,-6.00799,6.92373
8.5334,-1.60524,-5.70993,6.99795
8.5334,-1.73572,-5.62613,7.28045
8.5646,-1.65073,-5.70155,7.56176
8.5955,-1.57651,-5.67282,8.00946
8.5972,-1.75248,-5.67042,8.17465
8.6244,-1.93683,-5.46812,8.33027
8.6521,-1.86620,-5.40228,8.45237
8.6521,-1.80754,-5.21794,8.44997
8.6938,-1.80515,-4.81094,8.50384
8.7142,-1.87937,-4.89593,8.36977
8.7142,-1.96196,-5.24188,8.29196
8.7420,-2.17743,-5.84280,8.02861
8.7626,-2.40846,-6.15283,7.49832
8.7739,-2.78553,-5.96609,7.33073
8.8001,-3.29428,-6.43653,7.65753
8.8327,-3.47743,-7.84067,7.81793
8.8328,-3.46187,-9.16700,7.75568
8.8524,-3.67135,-9.57999,7.29841
8.9007,-3.61629,-8.46434,6.80044
8.9007,-3.00220,-6.19952,6.35753
8.9335,-2.24447,-3.47743,6.85191
8.9335,-1.61482,-1.48195,7.62520
8.9520,-2.12716,-1.68425,7.85743
8.9777,-3.62826,-3.48341,7.96756
9.0003,-4.64455,-5.22392,8.61756
9.0122,-4.35606,-5.79851,9.21369
9.0549,-3.40561,-5.26103,9.49260
9.0549,-1.80994,-4.16932,8.97787
9.0722,-1.43766,-3.09557,7.81913
9.1000,-2.54852,-2.40008,7.87180
9.1288,-3.16859,-2.42642,8.47511
9.1289,-3.48820,-3.20809,8.89168
9.1526,-3.48341,-3.73958,8.80310
9.1791,-2.95312,-3.27872,8.43680
9.1900,-2.66224,-2.81546,8.17944
9.2257,-2.47909,-2.63111,8.06811
9.2469,-2.61795,-2.79511,7.93045
9.2469,-3.02255,-2.99861,7.91010
9.2967,-3.06564,-2.92559,8.09804
9.2967,-3.17338,-3.16380,8.25964
9.3075,-3.43673,-3.64980,8.03699
9.3325,-3.62945,-3.88083,7.77962
9.3521,-3.78986,-4.01251,7.72695
9.3657,-3.85450,-4.30220,7.59648
9.3997,-3.97899,-4.59308,7.51029
9.4257,-3.95984,-4.76904,7.67189
9.4258,-3.87365,-4.82291,7.88257
