time,X_value,Y_value,Z_value
Started:,Dec 05 2019,18:01:05:811, 
10.4256,-4.43866,-5.12696,6.88184
10.4532,-4.55956,-5.06352,6.86029
10.4857,-4.75588,-5.04915,6.75615
10.4870,-5.06232,-5.13534,6.64243
10.5450,-5.11140,-5.19759,6.74058
10.5450,-5.11260,-5.29575,6.83036
10.5450,-4.95459,-5.42503,6.58138
10.6048,-4.84446,-5.40827,6.53589
10.6048,-4.89354,-5.53157,6.34436
10.6048,-5.01085,-5.56029,6.25339
10.6273,-5.04796,-5.67641,6.13847
10.6546,-5.07788,-5.57825,6.15164
10.6636,-4.99529,-5.59022,6.16361
10.6927,-4.85164,-5.60459,6.17079
10.7033,-4.73313,-5.55551,6.19234
10.7230,-4.74630,-5.50882,6.19353
10.7536,-4.75468,-5.46214,6.24740
10.7658,-4.79777,-5.43221,6.27852
10.7819,-4.99768,-5.40228,6.30007
10.8215,-4.92107,-5.36996,6.50477
10.8278,-4.74271,-5.34483,6.62088
10.8409,-4.65413,-5.33884,6.67954
10.8933,-4.57871,-5.21914,6.83994
10.8934,-4.59906,-5.17724,6.69869
10.9018,-4.66969,-5.13295,6.75375
10.9545,-4.58709,-5.10661,6.75974
10.9545,-4.52126,-5.05634,6.85550
10.9589,-4.57033,-5.13055,6.83755
11.0006,-4.63617,-5.10901,6.90458
11.0006,-4.60385,-5.06352,6.96443
11.0204,-4.61223,-5.16287,7.01950
11.0546,-4.58350,-5.05634,7.05661
11.0799,-4.56196,-5.10661,7.01232
11.0799,-4.60265,-5.12217,6.97640
11.1041,-4.52245,-5.08746,7.03985
11.1382,-4.17770,-4.81453,7.29362
11.1382,-3.94428,-4.63258,7.54141
11.1636,-3.73599,-4.32733,7.99390
11.1987,-3.74796,-4.25072,8.19380
11.1988,-3.81021,-4.20643,8.35900
11.2266,-3.55763,-3.93111,8.63671
11.2534,-3.34575,-3.99695,8.59003
11.2561,-3.08240,-4.06757,8.82465
11.2868,-2.59640,-3.76951,9.15264
11.3058,-2.21813,-4.00174,9.16341
11.3180,-1.58250,-3.48700,9.36571
11.3539,-1.52265,-3.22605,9.31185
11.3611,-1.45801,-2.89087,9.85890
11.3760,-1.56215,-3.11353,10.17851
11.4028,-2.34023,-3.48222,10.24555
11.4249,-3.17338,-4.12862,10.49812
11.4378,-3.87245,-5.45256,9.75954
11.4939,-4.53442,-6.59814,8.39132
11.4940,-4.81573,-8.13994,6.50716
11.4940,-5.02042,-9.94987,5.19639
11.5582,-5.76978,-11.65687,4.21122
11.5582,-7.19427,-12.39784,3.14106
11.5582,-7.40016,-11.41267,2.60358
11.6027,-6.31204,-9.95825,2.53894
11.6028,-4.74151,-8.62474,2.88010
11.6144,-3.47982,-7.46600,3.55763
11.6541,-2.68738,-6.80523,4.41113
11.6542,-2.33185,-6.44013,5.10422
11.6728,-2.17145,-6.16720,5.49446
11.6957,-2.13554,-5.73267,5.73506
11.7316,-2.16427,-5.37834,6.09897
11.7316,-2.26003,-5.18801,6.54666
11.7532,-2.57844,-5.20956,6.99675
11.7920,-2.96150,-5.19041,7.08414
11.7921,-3.33618,-5.10302,7.12963
11.8212,-3.66058,-5.16287,7.30679
11.8519,-4.02089,-5.19160,7.33791
11.8519,-4.32973,-5.16407,7.32475
11.8915,-4.69483,-5.11978,7.31158
11.8948,-5.02282,-5.14971,7.18230
11.9079,-5.16646,-5.06591,6.94408
11.9637,-5.25864,-4.91628,6.89022
11.9637,-5.32687,-4.76306,6.94528
11.9713,-5.41066,-4.77982,6.97401
12.0017,-5.59980,-4.70680,6.82797
12.0183,-5.83202,-4.62899,6.80642
12.0290,-5.98884,-4.43387,6.83874
12.0534,-6.04989,-4.28065,6.79325
12.0986,-6.12889,-4.39078,6.66517
12.0986,-6.22107,-4.25790,6.52153
12.1474,-6.31324,-4.08912,6.44731
12.1474,-6.31683,-4.04962,6.35753
12.1474,-6.20910,-4.03765,6.42696
12.2044,-6.00560,-3.84612,6.59335
12.2044,-5.99482,-3.85330,6.84712
12.2055,-5.89188,-3.83535,6.85909
12.2289,-5.84639,-3.79465,6.77769
12.2541,-5.96011,-3.76831,6.78488
12.2668,-6.03552,-3.78866,6.77530
12.2947,-6.00919,-3.80781,6.69869
12.3258,-5.97447,-3.76711,6.76572
12.3258,-5.97567,-3.65818,6.75495
12.3632,-6.03193,-3.58397,6.66397
12.3874,-6.26057,-3.60551,6.65081
12.3874,-6.41978,-3.64621,6.72502
12.4244,-6.44850,-3.63903,6.65200
