time,X_value,Y_value,Z_value
Started:,Dec 05 2019,18:11:00:145, 
5.2222,-7.33791,-13.95281,3.20211
5.2376,-7.14160,-15.37490,2.37016
5.2573,-6.23423,-13.99829,2.38452
5.2971,-5.35560,-12.45650,2.65745
5.2971,-4.20883,-10.34610,3.09437
5.3169,-3.41159,-8.31830,3.41758
5.3358,-2.96749,-6.99077,3.95505
5.3655,-2.74723,-5.80330,4.50928
5.3655,-2.52338,-4.70321,5.25624
5.4048,-2.65266,-4.34290,6.01038
5.4198,-2.95671,-4.11546,6.49160
5.4303,-3.17817,-3.50855,7.16793
5.4644,-3.41997,-3.52292,7.72097
5.4653,-3.85929,-3.70606,7.88496
5.4948,-3.91675,-3.70966,8.20577
5.5202,-3.88682,-3.91076,8.59362
5.5337,-3.96463,-3.95984,8.83063
5.5541,-4.01490,-3.92273,8.64509
5.5631,-4.22080,-3.88443,8.37934
5.6055,-4.21122,-3.89280,8.27401
5.6183,-4.21721,-3.96223,8.31710
5.6301,-4.27107,-3.97899,8.28598
5.6704,-4.21960,-3.94188,8.15789
5.6704,-4.18608,-3.89280,8.08487
5.6969,-4.21122,-3.84732,8.11001
5.7218,-4.18249,-3.84732,8.12198
5.7336,-4.21960,-3.76951,8.13754
5.7649,-4.20523,-3.70487,8.05494
5.7649,-4.29023,-3.72402,7.86940
5.7921,-4.31895,-3.72641,7.74012
5.8215,-4.34409,-3.69649,7.69942
5.8301,-4.41113,-3.70726,7.72336
5.8509,-4.38599,-3.62347,7.79878
5.8739,-4.40394,-3.54446,7.73414
5.8983,-4.38120,-3.53249,7.77723
5.9109,-4.45542,-3.55524,7.79399
5.9203,-4.51168,-3.54925,7.69224
5.9641,-4.60984,-3.45828,7.57014
5.9641,-4.69243,-3.49419,7.63598
5.9989,-4.66610,-3.54925,7.83110
6.0230,-4.61103,-3.50616,7.84905
6.0230,-4.57153,-3.40441,7.81554
6.0687,-4.58470,-3.35533,7.81075
6.0687,-4.63737,-3.34695,7.83469
6.0892,-4.64934,-3.27992,7.76765
6.0966,-4.60265,-3.24161,7.81194
6.1199,-4.60984,-3.36131,7.82990
6.1508,-4.78461,-3.40561,7.69703
6.1651,-4.87917,-3.36251,7.54021
6.2083,-4.84087,-3.30984,7.47797
6.2084,-4.84087,-3.22844,7.54979
6.2199,-4.81932,-3.23443,7.66830
6.2670,-4.77144,-3.29189,7.69942
6.2671,-4.82770,-3.25597,7.66830
6.3055,-4.80136,-3.20929,7.66710
6.3066,-4.81812,-3.29667,7.72217
6.3224,-4.86122,-3.35413,7.75209
6.3646,-4.93783,-3.42356,7.74850
6.3647,-4.98691,-3.43194,7.68745
6.3863,-5.00127,-3.32062,7.64196
6.4052,-4.96895,-3.21408,7.60246
6.4200,-4.91269,-3.17936,7.58690
6.4554,-4.87438,-3.23084,7.66471
6.4688,-4.79299,-3.25717,7.82751
6.4971,-4.85164,-3.25478,7.87659
6.4971,-4.92346,-3.28231,7.83469
6.5199,-4.96057,-3.27513,7.77244
6.5623,-4.99529,-3.24041,7.67069
6.5624,-5.03240,-3.23203,7.60725
6.6100,-4.98212,-3.21767,7.58091
6.6119,-4.97254,-3.22485,7.50909
6.6212,-4.99648,-3.26076,7.50550
6.6719,-5.03359,-3.25238,7.48395
6.6720,-5.02402,-3.26914,7.50071
6.6829,-5.00127,-3.22246,7.48156
6.6967,-5.01324,-3.22246,7.49951
6.7204,-5.13534,-3.29667,7.51627
6.7428,-5.18562,-3.35892,7.52106
6.7664,-5.21554,-3.30745,7.52465
6.7850,-5.19879,-3.30146,7.48276
6.7908,-5.21794,-3.22006,7.45283
6.8218,-5.25265,-3.23802,7.48635
6.8295,-5.27300,-3.22006,7.56894
6.8615,-5.22632,-3.16859,7.58331
6.8962,-5.26821,-3.13148,7.54859
6.8962,-5.27659,-3.16620,7.48036
6.9198,-5.28497,-3.21168,7.50191
